No.,Post Survey End Time,1. What was more important for you to do?,"2. Please evaluate the following statements based on your true situation. There is no correct answer to this question, and your response does not affect your eligibility in this study
(1：Very inattentive／2：Inattentive ／3：Somewhat inattentive ／4： Neutral／5： Somewhat attentive ／6： Attentive／7： Very attentive)",,,,1. Do you feel you sometimes misreport your health (even slightly) to doctors?,,"2-1. When answering the dietary behavior using the slider, did you notice anything about how it felt to use it?",2-2. Did the way it worked change how you thought about your answers at all? ,"3. When you think about improving your own health, what motivates you more — the good things you could gain, or the bad things you want to avoid? Can you give an example?",4. Is there anything else you would like to tell us that has not been discussed yet?,uid,condition,Duration,,,Duration,,,,,,,,
118,2026-07-15 19:17:31,7,7,7,7,7,1,,Having to start dragging from the beginning was inconvenient.,Yes.,Positive outcomes — being healthy and not suffering from illness.,NO,b8686fff-8b31-4256-8b16-b3a292862715,wEO-wRAM,41.55,,,,,,,,,,,
119,2026-07-21 16:52:52,2,5,6,6,6,1,,"I could not change my answer after checking the box.
",Yes.,Weight and body shape.,,17be95cd-b616-4255-8193-a279f1c42aef,woEO-woRAM,9.10,,,,,,,,,,,
120,2026-07-13 22:13:12,5,5,5,5,5,1,,no,no,Ways to improve.,no,1cecc1e9-a4a9-4556-8e6e-8e2ff3d8772b,wEO-woRAM,11.75,,,,,,,,,,,
121,2026-07-13 17:12:25,1,6,6,6,6,1,,Yes,Yes.,Level of health.,,69b804e3-6b97-43db-81c9-35013df003c4,wEO-wRAM,10.98,,,,,,,,,,,
122,2026-07-17 13:16:40,1,7,7,7,7,2,I feel embarrassed to disclose my unhealthy lifestyle habits.,Nothing special,No effect.,Avoiding a decline in health.,Nothing for now.,e26da4de-37b0-4bfa-b82c-5e9ccf5ff49b,wEO-woRAM,25.57,,,,,,,,,,,
123,2026-07-13 17:16:46,5,5,5,5,5,1,,It was difficult to drag.,"Yes — dragging takes more time, and I might not answer as intuitively.",Not wanting to lose the ability to live independently.,No,b07171f4-ca61-495c-85dd-cd8d3b36a9c4,woEO-wRAM,25.40,,,,,,,,,,,
124,2026-07-14 14:19:21,5,6,6,6,6,1,,The slider could represent the actual situation better than simply choosing from four or five fixed options.,No,Doing a bit of exercise every day to prevent muscle loss while also improving cardio endurance.,No,eba4ad20-0328-418b-ac81-9158dbc6f818,wEO-woRAM,13.28,,,,,,,,,,,
125,2026-07-22 11:24:02,6,6,6,6,6,1,,No,No effect.,Avoiding a decline in health.,No,158fb5f9-48af-429f-bf84-e1a4a49f30e8,woEO-woRAM,15.07,,,,,,,,,,,
126,2026-07-14 11:21:56,7,7,7,7,7,1,,"I felt that it was not very easy to use.
",A slight effect.,"Avoiding negative outcomes — for example, if I knew that not improving my health would lead to serious illness, I'd work harder to improve.",No,930a6abb-101d-4af6-82e2-6fc43d288c09,wEO-wRAM,11.40,,,,,,,,,,,
127,2026-07-17 8:39:34,5,6,6,6,6,1,,No,No,Getting sick.,No,44329f48-5fb3-4697-bc11-8b9a23499859,wEO-woRAM,11.72,,,,,,,,,,,
128,2026-07-13 17:23:10,4,4,4,4,4,1,,No,No,Good.,No,0d458cfd-852b-449d-8682-009570ad322a,wEO-woRAM,9.38,,,,,,,,,,,
129,2026-07-14 16:51:51,2,7,7,7,7,1,,,,,,4a1fc0db-fba5-459c-83e7-c926b516af3f,wEO-woRAM,23.78,,,,,,,,,,,
130,2026-07-21 20:29:31,6,3,3,5,5,2,Sometimes I want to present myself in a more favorable way.,A bit laggy,"It affected the smoothness of my answering, making me not want to answer carefully.",Avoiding negative outcomes.,No,ded1f7a6-e18e-4c6c-9488-3def4a86afee,wEO-woRAM,8.03,,,,,,,,,,,
131,2026-07-20 21:04:54,2,6,7,6,7,1,,,,,,ffbb42b5-ea03-4c6d-8e7a-0e8f94e28383,wEO-wRAM,16.70,,,,,,,,,,,
132,2026-07-17 12:38:13,6,6,6,6,6,1,,It was difficult to slide and not easy to drag.,Yes.,Hoping doctors would proactively tell patients about positive aspects and treatment options.,,edc7e9a4-3f43-4e37-a18a-270a11b1a128,woEO-wRAM,12.97,,,,,,,,,,,
133,2026-07-13 18:22:22,7,6,6,6,6,1,,No,No,Improving health.,No,bca1929b-c12f-4aec-836d-b326334173e0,woEO-woRAM,10.38,,,,,,,,,,,
134,2026-07-13 16:20:19,6,6,6,7,6,1,,"It was not very smooth.
",No,Better body shape and spirit push me to keep paying attention to a healthy diet and lifestyle.,No,db1b0592-02fb-4d84-9031-843c345bd660,woEO-woRAM,7.48,,,,,,,,,,,
135,2026-07-17 11:33:21,2,4,4,5,4,1,,No,No.,Improving health and gaining vitality.,No,047846ac-31ca-4a82-8141-0819762fd46f,wEO-wRAM,8.02,,,,,,,,,,,
136,2026-07-18 19:06:59,2,6,6,6,6,1,,It was a bit difficult to distinguish the seven days of the week.,But not being too precise actually let me reflect my true feelings.,"When I clearly feel the effects, it's more motivating.","For the first disease question, eating disorders could be added.",364c1f6c-3caf-40d3-88d7-c3de4421bce4,woEO-woRAM,12.32,,,,,,,,,,,
137,2026-07-19 15:08:43,1,6,5,6,6,1,,No,No,Improving health.,No,55b5ea6e-8c82-4fc7-b75f-1337f5148fdb,wEO-woRAM,10.18,,,,,,,,,,,
138,2026-07-13 16:26:10,7,5,6,6,7,1,,No,No.,Health getting worse and worse.,No,38e16837-6d97-4d59-936c-5473c6b607d3,wEO-woRAM,13.43,,,,,,,,,,,
139,2026-07-22 8:03:15,1,5,6,6,6,1,,Yes,Yes.,Improving symptoms and improving health.,No,03b6dbe2-ec27-4392-bf1e-4c319b7c6af8,wEO-woRAM,12.12,,,,,,,,,,,
140,2026-07-14 15:16:00,4,7,7,7,7,1,,,,,,5bc261c4-e2b0-4183-9681-0e2adb1204af,woEO-woRAM,17.53,,,,,,,,,,,
141,2026-07-14 16:29:05,6,4,5,5,7,1,,No,Yes.,Exercising more.,No,1b2b2917-266b-47ec-bcc4-e33fddb0f216,wEO-wRAM,8.93,,,,,,,,,,,
142,2026-07-13 16:34:41,1,7,6,7,6,1,,Hard to slide.,No.,Improving health.,No,da4340ce-6db8-4a57-9e0a-9011bac7c1e0,wEO-wRAM,17.15,,,,,,,,,,,
143,2026-07-15 10:45:17,6,5,6,5,5,1,,No,A bit.,Improved body shape.,No,283781a9-46c5-4c7b-be12-2587a4de9fa9,wEO-woRAM,9.65,,,,,,,,,,,
144,2026-07-13 16:09:53,6,3,5,5,5,2,My health condition varies over time.,No,No,Avoiding negative outcomes.,,9d08f445-9cdf-42ce-b5e7-8b4815dc4eb3,wEO-wRAM,7.32,,,,,,,,,,,
145,2026-07-16 23:42:55,6,7,6,7,7,1,,Quite convenient.,It didn't affect me.,"For me, gaining positive outcomes is more motivating. Thinking about being more energetic, having better stamina, and sleeping better after improving my health gives me more motivation to keep exercising and maintain healthy habits.",No,27da0eea-397c-40a3-9a8e-1e053c219aaa,wEO-woRAM,8.65,,,,,,,,,,,
146,2026-07-17 13:21:03,4,7,7,6,6,1,,Yes,No effect.,Avoiding getting sick.,No,e548eb37-2ddd-4102-9310-e17f11f94f6d,wEO-woRAM,17.48,,,,,,,,,,,
147,2026-07-22 15:38:54,1,5,5,5,5,1,,No,No,Getting sick.,No,c2aa156a-85ae-49d6-8f2e-aaf1308d85a7,woEO-wRAM,10.58,,,,,,,,,,,
148,2026-07-13 18:04:04,5,5,5,5,5,1,,No,No,Avoiding getting sick.,No,1325052d-1953-48f1-b3b8-45c191e8df10,woEO-wRAM,9.68,,,,,,,,,,,
149,2026-07-13 22:35:58,2,6,6,6,6,1,,No,No.,Exercising regularly.,No,6a899f63-fe26-4591-beb5-31cd7c06df70,wEO-woRAM,9.57,,,,,,,,,,,
150,2026-07-15 10:14:16,6,6,6,6,6,1,,No particular feeling.,No effect.,,,d2abc2cf-8dbf-461e-bf6b-25c8662b9790,woEO-woRAM,8.78,,,,,,,,,,,
151,2026-07-16 16:16:23,6,4,6,6,6,1,,No,No.,Improving health and preventing illness.,No,5ca27397-e42d-4b88-b0d0-1ae1bec99d66,wEO-wRAM,12.33,,,,,,,,,,,
152,2026-07-13 16:24:13,1,7,7,7,7,1,,No,No effect.,Gaining vitality and avoiding illness.,,4c7f3e7b-8c4b-4abe-b687-1db3c651a063,woEO-woRAM,10.43,,,,,,,,,,,
153,2026-07-13 16:12:44,5,3,4,5,5,1,,Not a very precise way to measure.,"Yes, it did.",Feeling better both mentally and physically.,No,530eed87-15fc-49d5-84ae-fb9d97970aa2,wEO-woRAM,8.68,,,,,,,,,,,
154,2026-07-22 13:54:29,3,5,5,5,5,1,,No,No,Improving health.,No,8077b857-e3c1-4529-8f95-013297146f53,woEO-woRAM,26.55,,,,,,,,,,,
155,2026-07-13 16:33:54,5,5,6,5,5,1,,I felt using a slider instead of choosing a score was a bit vague.,It was okay — didn't affect me much.,"Positive outcomes: becoming healthier, stronger, and more energetic — more motivating for me.",,11a9a624-5a59-4160-94b0-6f12818f9e57,wEO-woRAM,18.57,,,,,,,,,,,
156,2026-07-13 16:27:13,1,6,6,6,6,1,,"The questions were very detailed, and some were things I had never thought about before.",A little.,Improving health.,No,aa497969-975d-48d2-ae1a-5f36cf3e323c,wEO-wRAM,11.37,,,,,,,,,,,
157,2026-07-13 21:18:47,7,6,6,6,6,1,,"I still prefer entering numbers — since it's about 7 days, typing a number is faster. Sometimes it was more like 3–4 days, and I'm not that confident in my memory.","Yes, because I wanted to answer a bit more accurately.","If doing something could completely rid me of my current illness, I'd be highly motivated. But if it just improves health in general, I'd feel hopeless — it's not going to fully get better anyway. Taking care of my health might improve my future quality of life, but if I eat something that severely worsens my condition, I could just die and that's it. Many chronic illnesses drag on and on, but life is really hard — why can't we choose to be happy? Especially for people who love eating, having to restrict food is really devastating.",No,53af97ac-746e-4beb-969e-fd806dec3ec9,woEO-wRAM,10.80,,,,,,,,,,,
158,2026-07-13 16:09:49,2,4,5,5,4,1,,,,,,6174c655-6c1a-498d-807f-1212bdc26a1a,wEO-wRAM,7.60,,,,,,,,,,,
159,2026-07-21 5:10:04,7,6,6,6,6,1,,No,A little.,Positive responses.,No,d97bc591-b351-463d-8814-e09e180c576a,wEO-wRAM,17.82,,,,,,,,,,,
160,2026-07-13 21:16:29,5,6,6,6,6,1,,The proportions were a bit hard to gauge.,Yes.,Avoiding illness so I can be in control of my quality of life.,,be524742-b73f-4bdc-97c7-af44170aea87,wEO-wRAM,12.93,,,,,,,,,,,
161,2026-07-13 22:23:19,4,5,4,4,5,1,,No,No,No,No,e53a1b3e-19ea-477e-bc30-d02e2372eb87,woEO-wRAM,7.42,,,,,,,,,,,
162,2026-07-21 23:32:39,4,4,4,4,5,1,,No,No,Avoiding negative outcomes.,No,ae472498-721f-4877-b71e-03d27df8d7ca,wEO-woRAM,7.07,,,,,,,,,,,
163,2026-07-13 16:18:33,1,7,7,7,7,1,,No,No,Worsening health.,No,b5ad5d66-d7c1-458d-beac-a7aae96cc628,wEO-woRAM,7.27,,,,,,,,,,,
164,2026-07-15 23:58:39,3,6,6,6,6,1,,No,No,Positive outcomes: becoming healthier.,No,bb6eb4a3-b425-4d1e-99fc-512eac21606e,wEO-woRAM,12.35,,,,,,,,,,,
165,2026-07-18 16:38:30,5,4,4,4,4,1,,No,No,Avoiding negative outcomes.,No,bc29df4a-40e9-4d2b-8077-ae32e62fdd69,woEO-wRAM,9.72,,,,,,,,,,,
166,2026-07-14 12:18:59,1,6,6,6,6,2,I am afraid of being scolded.,It's just based on a feeling.,The slider didn't affect me.,Avoiding negative outcomes — serious illness.,"If possible, I'd rather not see a doctor.",a2d9f82b-64c9-42d3-804e-8b70ef56e130,wEO-woRAM,8.68,,,,,,,,,,,
167,2026-07-22 9:08:25,4,6,6,6,6,1,,No,No.,Having time to plan.,No,5e5e3437-004e-4f12-896a-6b4d7814d800,woEO-wRAM,12.62,,,,,,,,,,,
168,2026-07-13 17:02:12,5,3,4,3,4,1,,Not very intuitive to use.,Sometimes I couldn't judge in numeric terms.,Reducing illness and pain.,No,cda0d7d1-b683-44b5-8da9-91a2be829025,wEO-woRAM,7.17,,,,,,,,,,,
169,2026-07-13 16:29:02,7,7,7,7,7,2,Impatient,It felt like there was no middle option.,Yes.,Having a goal and improving health.,Part of the survey in the middle — I really didn't understand what I was filling in.,255781b5-322a-456f-af0c-d10449e3dcfd,woEO-wRAM,11.77,,,,,,,,,,,
170,2026-07-13 19:05:19,1,7,7,7,7,1,,"Yes, the way of answering was good.",It didn't affect me.,"Eating healthily — trying not to eat junk food, eating more vegetables, and exercising more.",No,7c8b6b7a-9dbe-4e1d-b269-ccba1cc7b818,wEO-wRAM,15.72,,,,,,,,,,,
171,2026-07-21 17:15:52,7,6,6,6,6,1,,Hard to use.,"Yes, it did.",Extending lifespan.,No,a32adc6c-2cc1-4f77-bb2a-153f33faef9c,wEO-woRAM,7.53,,,,,,,,,,,
172,2026-07-21 16:23:34,5,6,7,6,6,1,,No,No,Avoiding my physical condition getting worse.,No,ea283334-54dd-4599-b72c-5ea58353bf17,woEO-woRAM,8.57,,,,,,,,,,,
173,2026-07-14 1:54:51,2,4,5,5,5,1,,No,No,"Gaining positive outcomes — with exercise, muscles need constant training to build endurance for handling life's tasks big and small.",No,d942b940-00d0-46ed-8d83-9364988b2ce0,wEO-woRAM,72.23,,,,,,,,,,,
174,2026-07-14 11:24:40,5,7,7,7,7,1,,No,No,Avoiding illness or a decline in health.,No,6e1e60dd-6ae7-43ae-bb8e-015125eedaef,wEO-woRAM,31.08,,,,,,,,,,,
175,2026-07-13 16:20:46,5,5,5,5,5,1,,Hard to slide — or maybe because my mouse isn't very sensitive.,No,Positive incentives are probably more motivating.,No,bb1da67b-b225-4855-b1ee-a94766a1a56a,woEO-wRAM,8.77,,,,,,,,,,,
176,2026-07-19 19:59:18,1,6,5,6,6,1,,No,No,"Improving health — for example, seeing clearly normal numbers on the health report.",No,20ac236a-55f4-48d3-967e-4b1ef58fb39c,woEO-woRAM,12.25,,,,,,,,,,,
177,2026-07-22 12:25:39,4,7,7,7,7,1,,"With the slider, I couldn't accurately slide to the score I wanted.","No, but it was hard to choose.",Improving health and enhancing beauty.,No,112499d8-1ca3-4122-bb54-f9d49f3f84bd,wEO-wRAM,29.32,,,,,,,,,,,
178,2026-07-14 1:23:02,5,6,7,6,7,1,,Cool.,More fair.,,,0da8dc3d-03a4-4ba8-ae9b-4a7c69d0a642,woEO-woRAM,28.35,,,,,,,,,,,
179,2026-07-15 10:50:50,6,7,7,7,7,1,,Easy to use.,No.,"Exercising daily to maintain stamina, setting travel goals, and using goal achievement as the benchmark.",No,83522672-e1d0-40a3-980b-46940a361420,woEO-wRAM,8.92,,,,,,,,,,,
180,2026-07-22 16:40:06,4,6,6,6,6,1,,Yes.,No.,Rewards.,No.,7eafe595-43e3-4a0a-a708-e46542de0e54,wEO-wRAM,11.77,,,,,,,,,,,
181,2026-07-13 17:48:54,2,6,6,6,6,1,,I wasn't sure how to quantify it.,It was okay — I went by feel.,Avoiding worsening — I have fatty liver and don't want it to get worse.,No,0d903dd8-d778-40c4-8b3e-be867ca0167a,wEO-woRAM,7.77,,,,,,,,,,,
182,2026-07-13 16:29:55,3,2,6,5,4,1,,I misread one question because the wording and options were reversed compared to earlier ones.,"Yes, it did.",Avoiding negative outcomes — fear of loss keeps me on alert.,No,245f8cbe-142d-44a1-95cb-bcb6527fae7c,woEO-woRAM,19.57,,,,,,,,,,,
183,2026-07-13 16:32:16,3,6,6,6,6,1,,No,No,"Improving health — wanting to be slimmer, more energetic, and have firmer skin.",No,ff110919-79aa-4c81-a6cb-990dc3a630ad,wEO-woRAM,12.28,,,,,,,,,,,
184,2026-07-22 22:33:05,2,7,7,7,7,1,,I didn't like the slider,Yes.,Chewing more.,No,096eb507-75bf-421c-9e67-0c2ab21f968e,woEO-woRAM,17.63,,,,,,,,,,,
185,2026-07-13 16:23:08,3,3,5,4,4,1,,The descriptions on both sides of the slider weren't visually salient. ,No different from a button.,"Avoiding negative outcomes — getting sick costs money and medication, taking more time and energy.",None.,85d9fc44-fabb-408c-a7d7-11ced8d269e5,wEO-wRAM,13.68,,,,,,,,,,,
186,2026-07-21 16:05:02,5,4,5,5,5,1,,,,,,ba51ba22-6c84-48f7-9ed1-f6179a405bac,wEO-woRAM,10.00,,,,,,,,,,,
187,2026-07-20 17:22:47,4,6,6,6,6,1,,Only being able to answer the survey on a computer is really inconvenient.,No,"Both — for myself and for my family, health is important.",No,063aea37-9fcd-42db-b1b5-b5e733efac22,woEO-wRAM,7.23,,,,,,,,,,,
188,2026-07-17 21:02:27,2,6,6,6,6,1,,Operating the slider with a mouse was a bit awkward.,No effect at all.,Positive outcomes.,,7cfe372e-45a5-4568-b088-44915504b921,woEO-woRAM,47.33,,,,,,,,,,,
189,2026-07-21 16:35:24,2,6,6,6,6,2,Differences in perception,The slider moved too coarsely; the cursor position didn't sync with the slider — there was lag.,It affected the answer I was thinking of.,"Positive outcomes motivate me more. Following the steps, what degree of results can be achieved.",Diet content and portions.,fdbc418a-7979-4005-89d8-63d77d34d42b,woEO-wRAM,20.78,,,,,,,,,,,
190,2026-07-13 16:23:50,5,5,5,5,5,1,,No,No,No,No,37fb910e-e611-4844-8d16-ae31e4d92254,woEO-woRAM,10.87,,,,,,,,,,,
191,2026-07-21 21:44:45,5,7,7,6,6,1,,,,,,4cb59ae4-95c5-4b77-bd26-4f297cd25dce,woEO-wRAM,9.70,,,,,,,,,,,
192,2026-07-13 17:11:20,7,7,7,7,7,1,,Nothing unusual.,No effect.,"To experience unfinished life missions, you can't do without a strong healthy body.",No,e6b6b0ed-658e-4079-8dea-9dbb7cf37453,wEO-wRAM,19.07,,,,,,,,,,,
193,2026-07-14 14:09:03,3,7,6,6,7,1,,You have to estimate the range yourself to move the slider to the position you have in mind.,Slightly affected.,Gaining positive outcomes is more motivating.,No,8c82fb21-77dc-486e-9b3e-65c4b1325a8a,wEO-wRAM,12.90,,,,,,,,,,,
194,2026-07-22 15:55:10,1,5,6,6,6,1,,Yes.,No.,Improving health.,No,bae7378d-2b41-4802-a6a2-869bec907368,wEO-wRAM,11.97,,,,,,,,,,,
195,2026-07-22 11:33:32,6,7,7,7,7,1,,Not very easy to slide.,Yes.,Avoiding negative outcomes — such as becoming a burden to my family.,No,f6328e6d-391b-4d8b-b842-f2d84e1054e9,wEO-woRAM,16.30,,,,,,,,,,,
196,2026-07-14 8:18:41,7,6,6,6,6,1,,No,No.,Health check-ups.,None.,4514ac4e-a6fd-4e6f-9061-a058436b3428,woEO-wRAM,11.17,,,,,,,,,,,
197,2026-07-13 16:39:58,7,6,7,7,7,1,,No,No effect.,Temporary — it'll be back to normal tomorrow.,No,8fb6dbcc-f454-4dcc-8f0a-b418c5f684f8,woEO-woRAM,13.65,,,,,,,,,,,
198,2026-07-13 17:02:29,2,6,6,7,6,1,,,,,,0826e08e-f4c0-4b86-818d-8b11788e625b,woEO-wRAM,7.00,,,,,,,,,,,
199,2026-07-13 16:12:08,3,6,6,6,6,2,I was too nervous to clearly explain the details.,I might have consciously or unconsciously slid one notch more or less.,Yes.,Gaining positive outcomes — I prefer the feeling of earning a reward through effort.,No,9342b13d-4045-4b97-9e6f-ddc50a5dc277,wEO-wRAM,7.03,,,,,,,,,,,
200,2026-07-13 16:43:12,7,7,7,7,7,2,The doctor may recommend eating more types of healthy foods.,Using the slider felt less convenient — clicking directly would be faster.,It didn't affect the outcome of my decisions.,Moderate exercise.,No,b9946a07-97cf-4546-ad25-11c6cce746ef,woEO-wRAM,9.45,,,,,,,,,,,
201,2026-07-13 16:30:26,2,5,6,6,4,2,I am unsure whether this applies to me.,Not very smooth.,No.,Avoiding getting sick.,No,40f1269f-8bba-458b-9e29-0bbcee11609c,woEO-woRAM,8.78,,,,,,,,,,,
202,2026-07-22 9:28:51,3,6,6,6,6,1,,Hard to slide.,No,Doctors' advice and family support.,No,fc8e7950-aaf9-4860-b1e9-7f3ae18b3faa,woEO-wRAM,15.93,,,,,,,,,,,
203,2026-07-16 16:27:42,5,6,6,6,6,1,,No,No,Improving my own resistance.,No,f8be0339-b86f-4cbb-8511-e8c15c16a482,wEO-wRAM,8.30,,,,,,,,,,,
204,2026-07-13 16:29:00,3,2,4,5,4,1,,No,No,Improving health.,No,9533d91d-c12a-4114-82ac-99e991e8346f,woEO-wRAM,15.72,,,,,,,,,,,
205,2026-07-22 9:28:18,5,7,6,6,6,1,,No,No,Being able to offer suggested plans.,No,8d923cd2-bf17-4646-bd9e-6cbc9c602f38,woEO-woRAM,10.32,,,,,,,,,,,
206,2026-07-14 14:41:38,2,6,6,6,6,1,,Very simple.,No.,"When health reports show red flags, I want to improve.",No,b22cc982-a18a-4497-9dd7-629a1362515b,woEO-wRAM,18.63,,,,,,,,,,,
207,2026-07-16 20:24:29,1,6,7,6,7,2,I want my doctor to take my health problems seriously.,Yes — I thought I could click on it.,No.,Recently I've been letting myself do some simple exercises in bed before sleep.,"If I had time, I could cook for myself after work and do some simple exercise outside to be healthier.",95fa6ca0-d2f8-44c1-951c-2d81b33770a2,woEO-wRAM,12.75,,,,,,,,,,,
208,2026-07-15 11:18:40,5,6,6,5,5,1,,Not intuitive to use and hard to operate.,Almost none.,Avoiding suffering from chronic illness or cancer in the future.,No,5fdce2c9-616b-45f9-9a2c-be87e8d4f965,wEO-woRAM,135.07,,,,,,,,,,,
209,2026-07-16 16:38:27,5,4,5,4,4,1,,No,No,No,No,d9e5cb75-04f5-4289-bd57-4f981d8fc445,woEO-wRAM,8.40,,,,,,,,,,,
210,2026-07-19 16:46:21,4,6,7,7,7,1,,,,,,29692680-c711-4797-abaf-45700ca7bcef,woEO-wRAM,9.30,,,,,,,,,,,
211,2026-07-21 16:32:10,4,7,7,7,6,1,,"Because of the tool, it was easy to express subtle differences between choices.","Yes, because it was easy to change my answer.",Gaining positive outcomes — the law of attraction is more encouraging.,Mental awareness is a very sensitive carrier — even small things can affect it.,de0dab17-26d5-4608-8d19-5a9caede57a6,woEO-woRAM,16.30,,,,,,,,,,,
212,2026-07-21 16:15:07,7,6,6,6,6,1,,No,No.,Improving health.,No,e0b3c3ea-34d8-4a05-8203-5613969febe1,wEO-woRAM,7.35,,,,,,,,,,,
213,2026-07-14 0:29:13,1,6,6,6,6,1,,,,,,8cedce5b-279b-48a1-a6a1-c09e9f1e431d,woEO-woRAM,9.17,,,,,,,,,,,
214,2026-07-13 19:57:31,6,6,7,6,6,1,,No,No,Eating fewer snacks.,No,ae9636c5-1495-49b5-ae7f-e1d6063d603f,woEO-woRAM,10.65,,,,,,,,,,,
215,2026-07-13 17:02:36,5,4,4,4,4,1,,No,No,No,No,3475453b-5696-49b2-8692-af405d31f183,woEO-woRAM,7.37,,,,,,,,,,,
216,2026-07-14 1:36:18,6,5,6,6,6,1,,No problem.,No,Having more drive and vitality in life.,No,879bba2c-b84d-4764-9bdc-f0fc43dcfb3d,wEO-wRAM,257.05,,,,,,,,,,,
217,2026-07-22 9:10:51,2,6,7,6,6,1,,Normal.,Not bad.,All of the examples above apply.,Working to stay optimistic in life is very important.,7e0e3a4d-730e-49a3-b71f-190c962ac2d9,woEO-wRAM,14.38,,,,,,,,,,,
218,2026-07-21 16:29:21,4,3,3,3,3,1,,Hard to drag.,No,Both would need to be better to make improvements.,Dragging made it hard to answer.,1bba3d94-94f2-4691-b05c-d3eaeac9bcc5,wEO-wRAM,7.43,,,,,,,,,,,
219,2026-07-13 20:43:49,7,6,6,6,6,1,,No,No.,Unless I'm already sick.,No,a0f439a1-4370-4779-963a-6794006781e5,woEO-woRAM,13.77,,,,,,,,,,,
220,2026-07-22 6:13:24,2,5,5,5,5,1,,No,No,No,No,7b7aafcc-12db-4e33-9879-ed95aa2f7b07,woEO-woRAM,8.93,,,,,,,,,,,
221,2026-07-16 17:17:07,3,4,5,5,5,1,,I'm not used to this way of answering.,Somewhat.,Maintaining a good figure and weight.,None so far.,fb025102-a2cf-4d7c-8fd3-9d0f70ed9e91,wEO-wRAM,10.35,,,,,,,,,,,
222,2026-07-13 17:33:35,3,4,4,4,4,2,Forgot / Not sure,I felt there should be numbers below for reference.,No,Both are good.,No,32bc5537-2166-4cbb-9e63-d346c94f3831,woEO-wRAM,7.02,,,,,,,,,,,
223,2026-07-13 20:43:30,4,6,3,6,6,2,Discrepancies resulting from forgetting and reporting information that does not match the actual situation.,"You have to watch out for word games — not very intuitive, easy to pick wrong.",Yes.,I like task-based positive incentives.,No,71708f73-49e7-4a56-a240-506acd5e8f76,wEO-woRAM,13.87,,,,,,,,,,,
224,2026-07-16 16:55:26,1,6,7,6,6,2,"Not knowing how to describe my condition, or feeling that the doctor seemed impatient.","When operating the slider to answer, I could focus more on thinking about my answer.",Yes — I became more focused and serious.,"Ways to gain positive outcomes make me more interested in trying, because doing them offers a chance to improve — very motivating.","If AI could Q&A with us first and then consolidate the info for the doctor for evaluation and health education, wouldn't that better meet patients' needs?",47a1a79d-1b74-432b-8e55-5078964e3b29,wEO-woRAM,25.65,,,,,,,,,,,
225,2026-07-13 17:08:49,2,6,6,6,6,1,,"Because I had to check the box, I would look again.","Yes, it did.",Positive.,No,7a126c26-6e30-4c51-b717-069a6af081d9,wEO-wRAM,8.47,,,,,,,,,,,
226,2026-07-14 8:31:25,4,5,5,5,5,1,,No,No,Exercise.,No,33f7e20b-9e53-43e0-9096-39f2672e3623,wEO-wRAM,8.80,,,,,,,,,,,
227,2026-07-17 10:35:26,4,4,4,4,4,1,,No,No,Not getting sick.,No,fcc05022-b66f-4ad0-97be-134f0c39026b,wEO-woRAM,12.72,,,,,,,,,,,
228,2026-07-13 19:18:30,5,6,6,6,6,1,,,,,,6cd14211-fee3-4e8d-88eb-5a0dc15f1a72,wEO-wRAM,9.80,,,,,,,,,,,
229,2026-07-18 13:44:58,7,6,7,7,7,1,,No,No,Gaining positive outcomes.,No,51bd62be-405f-447f-b83e-bceae9d199c7,woEO-woRAM,12.85,,,,,,,,,,,
230,2026-07-16 14:27:38,1,6,5,5,6,1,,Nothing particularly special.,No,Staying healthy and gaining vitality.,No,58bbaa59-59fd-4bdd-b14c-ef81ec768273,woEO-woRAM,7.72,,,,,,,,,,,
231,2026-07-22 9:53:13,3,6,6,6,6,1,,No,No,No,No,0da78fcf-9084-43bd-913d-6babdab683d9,wEO-woRAM,9.97,,,,,,,,,,,
232,2026-07-14 20:03:42,1,7,7,7,7,1,,No,It didn't affect me.,Looking younger.,"The order of eating, how often you eat out, the dining environment and mood, etc.",a4bdf0b2-ffca-4259-bcd3-899de489d5eb,woEO-wRAM,18.37,,,,,,,,,,,
233,2026-07-16 23:30:50,4,6,6,6,6,2,"Differences due to the time period considered. For example, I may have strictly followed the recommendations in the past month but was unable to maintain them during the past week due to certain factors.","No particular feeling, but I made minor adjustments — there was a small difference between my immediate reaction and my answer after thinking twice.",I don't think so — I still answered based on my own thoughts.,"Positive outcomes — seeing health-related metrics improve, such as HbA1c, triglycerides, and HDL/LDL cholesterol, makes me willing to keep up healthy lifestyle measures.",No,b3e26278-5e16-43f4-a25c-5d4ccb768633,wEO-wRAM,18.02,,,,,,,,,,,
234,2026-07-13 16:16:22,2,6,6,6,6,1,,It made me recall.,No,Improving health.,NO,de3776cd-2c97-45fc-9af0-5bdcdddb0ae8,woEO-wRAM,6.82,,,,,,,,,,,
235,2026-07-13 16:40:07,6,7,7,7,7,1,,Not intuitive enough.,Yes.,"Gaining positive outcomes — for example, I don't currently feel overweight so my diet is a bit unhealthy, but when I want to reach a slim figure, I'll adjust to a healthy diet.",,aa466675-85ad-4dc4-a5f9-070f2e8ee49e,wEO-woRAM,11.60,,,,,,,,,,,
236,2026-07-21 21:03:30,5,6,6,5,5,1,,No,No,Exercising regularly.,No,45760020-b6e6-4cdf-9d17-33126ebca9ad,wEO-wRAM,8.58,,,,,,,,,,,
